Postcode,Dwelling Type,FQ_Sales_Price,Median_Sales_Price,TQ_Sales_Price,Mean_Sales_Price,Sales_No,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2821,Total,279,398,430,366,-,3.92%,21.10%,-17.65%,-22.22%,2023,Q3
2821,Non Strata,279,398,430,366,-,3.92%,21.10%,-17.65%,-22.22%,2023,Q3
2823,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2823,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2824,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2824,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2825,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2825,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2827,Total,211,250,311,291,-,-13.79%,35.14%,0.00%,-12.50%,2023,Q3
2827,Non Strata,211,250,311,291,-,-13.79%,35.14%,0.00%,-12.50%,2023,Q3
2829,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2829,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2830,Total,440,521,660,565,159,0.19%,5.79%,6.71%,-13.59%,2023,Q3
2830,Non Strata,450,540,666,573,153,1.65%,8.00%,12.50%,-12.07%,2023,Q3
2830,Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2831,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2831,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2832,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2832,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2833,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2833,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2834,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2834,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2835,Total,166,180,219,192,-,-6.01%,-5.26%,43.75%,35.29%,2023,Q3
2835,Non Strata,166,180,219,192,-,-6.01%,-5.26%,43.75%,35.29%,2023,Q3
2836,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2836,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2839,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2839,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2840,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2840,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2844,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2844,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2845,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2845,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2847,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2847,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2848,Total,305,335,350,317,-,57.65%,-17.28%,83.33%,57.14%,2023,Q3
2848,Non Strata,305,335,350,317,-,57.65%,-17.28%,83.33%,57.14%,2023,Q3
2849,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2849,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2850,Total,584,680,835,722,77,3.03%,-4.36%,6.94%,-14.44%,2023,Q3
2850,Non Strata,596,693,840,743,70,1.39%,-2.60%,12.90%,-22.22%,2023,Q3
2850,Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2852,Total,547,689,742,682,-,10.24%,-2.27%,9.09%,-33.33%,2023,Q3
2852,Non Strata,547,689,742,682,-,10.24%,-2.27%,9.09%,-33.33%,2023,Q3
2865,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2865,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2866,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2866,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2869,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2869,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2870,Total,351,440,630,515,52,9.90%,14.18%,23.81%,1.96%,2023,Q3
2870,Non Strata,351,440,630,515,52,9.90%,14.18%,23.81%,1.96%,2023,Q3
2871,Total,327,420,565,449,35,13.51%,0.00%,6.06%,-5.41%,2023,Q3
2871,Non Strata,327,420,565,449,35,13.51%,0.00%,6.06%,-5.41%,2023,Q3
2873,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2873,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2877,Total,165,272,305,237,-,35.75%,50.83%,87.50%,-40.00%,2023,Q3
2877,Non Strata,165,272,305,237,-,35.75%,50.83%,87.50%,-40.00%,2023,Q3
2879,Total,-,-,-,-,-,-,-,-,-,2023,Q3
2879,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q3
2880,Total,134,185,270,207,107,-7.50%,8.82%,-1.83%,-19.55%,2023,Q3
2880,Non Strata,134,185,270,207,107,-7.50%,12.12%,-1.83%,-17.05%,2023,Q3
2000,Total,900,1285,2200,1664,197,11.26%,17.35%,-5.29%,12.57%,2023,Q4
2000,Strata,900,1285,2200,1664,197,11.26%,21.51%,-5.29%,14.53%,2023,Q4
2007,Total,292,843,1049,826,46,-3.16%,21.66%,0.00%,0.00%,2023,Q4
2007,Strata,292,843,1049,826,46,-3.16%,21.66%,0.00%,0.00%,2023,Q4
2008,Total,680,930,1746,1221,44,0.22%,-1.59%,-10.20%,-12.00%,2023,Q4
2008,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2008,Strata,673,868,1114,1075,36,1.46%,0.29%,-12.20%,-10.00%,2023,Q4
2009,Total,781,1188,1914,1451,62,37.28%,2.15%,-7.46%,6.90%,2023,Q4
2009,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2009,Strata,774,1150,1860,1406,59,32.95%,4.55%,-11.94%,11.32%,2023,Q4
2010,Total,791,1128,1565,1283,198,6.62%,-10.52%,10.00%,37.50%,2023,Q4
2010,Non Strata,1707,2295,2826,2285,36,8.25%,-5.56%,-14.29%,-2.70%,2023,Q4
2010,Strata,739,958,1350,1061,162,2.68%,-8.81%,17.39%,51.40%,2023,Q4
2011,Total,663,990,2075,1535,155,4.21%,-13.06%,1.31%,6.16%,2023,Q4
2011,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2011,Strata,650,970,2025,1510,151,3.19%,-12.67%,0.67%,6.34%,2023,Q4
2015,Total,710,902,1363,1184,80,-7.30%,-4.60%,-14.89%,17.65%,2023,Q4
2015,Non Strata,1986,2120,2468,2297,-,0.95%,22.19%,5.88%,28.57%,2023,Q4
2015,Strata,691,805,1019,860,62,-8.00%,-2.13%,-19.48%,14.81%,2023,Q4
2016,Total,940,1355,1726,1392,53,-2.24%,-3.90%,0.00%,1.92%,2023,Q4
2016,Non Strata,1600,1802,1993,1861,-,-8.67%,-9.92%,22.22%,15.79%,2023,Q4
2016,Strata,785,1057,1290,1058,31,-1.21%,-2.58%,-11.43%,-6.06%,2023,Q4
2017,Total,785,915,1140,992,183,-8.45%,0.11%,-6.63%,-2.14%,2023,Q4
2017,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2017,Strata,778,905,1112,963,178,-7.65%,0.00%,-4.81%,0.56%,2023,Q4
2018,Total,706,900,1253,1127,103,1.41%,16.50%,9.57%,11.96%,2023,Q4
2018,Non Strata,1855,2100,2575,2143,-,0.24%,-8.89%,27.78%,76.92%,2023,Q4
2018,Strata,687,814,946,835,80,-2.37%,10.00%,5.26%,1.27%,2023,Q4
2019,Total,721,888,1183,1082,66,-5.59%,9.57%,-4.35%,24.53%,2023,Q4
2019,Non Strata,1850,1950,2398,2100,-,-2.50%,16.07%,-15.38%,-8.33%,2023,Q4
2019,Strata,714,860,969,879,55,-1.99%,17.01%,-1.79%,34.15%,2023,Q4
2020,Total,750,865,1200,1064,110,-3.03%,1.17%,-10.57%,54.93%,2023,Q4
2020,Non Strata,1650,1940,2100,1935,-,2.11%,27.21%,10.53%,90.91%,2023,Q4
2020,Strata,725,832,923,859,89,-1.65%,2.56%,-14.42%,48.33%,2023,Q4
2021,Total,1209,2175,3471,2375,80,-5.64%,-1.14%,-14.89%,-2.44%,2023,Q4
2021,Non Strata,2514,3425,4000,3497,42,8.56%,26.85%,-23.64%,-8.70%,2023,Q4
2021,Strata,710,1013,1504,1135,38,15.71%,29.06%,-2.56%,5.56%,2023,Q4
2022,Total,1150,1750,2920,2047,53,10.76%,-1.27%,-39.08%,-24.29%,2023,Q4
2022,Non Strata,2920,3240,3700,3334,-,1.25%,40.87%,-32.00%,-37.04%,2023,Q4
2022,Strata,983,1315,1788,1439,36,-0.19%,-3.31%,-41.94%,-16.28%,2023,Q4
2023,Total,1302,2908,10515,13863,72,69.04%,-27.31%,53.19%,75.61%,2023,Q4
2023,Non Strata,9940,13500,30625,33847,-,42.71%,22.73%,170.00%,50.00%,2023,Q4
2023,Strata,1250,1438,2600,1873,45,1.45%,-24.34%,21.62%,95.65%,2023,Q4
2024,Total,1615,2665,5144,3807,50,7.68%,-17.24%,-13.79%,-5.66%,2023,Q4
2024,Non Strata,3800,5275,7250,5989,-,4.98%,8.21%,13.64%,38.89%,2023,Q4
2024,Strata,1295,1615,1950,1624,-,8.57%,-5.00%,-30.56%,-28.57%,2023,Q4
2025,Total,1425,2500,4280,3503,35,-38.07%,25.00%,-25.53%,-10.26%,2023,Q4
2025,Non Strata,3350,4310,6467,5367,-,-18.68%,13.80%,-32.00%,-5.56%,2023,Q4
2025,Strata,1353,1425,1654,1743,-,-43.06%,1.79%,-18.18%,-14.29%,2023,Q4
2026,Total,1300,1850,3700,3015,185,-1.73%,8.66%,-3.65%,46.83%,2023,Q4
2026,Non Strata,3400,4000,5575,4557,39,-14.89%,-4.76%,-18.75%,25.81%,2023,Q4
2026,Strata,1200,1600,2100,2603,146,14.08%,14.29%,1.39%,53.68%,2023,Q4
2027,Total,1766,2985,6655,4213,44,17.75%,25.16%,-24.14%,-16.98%,2023,Q4
2027,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2027,Strata,1699,2670,6500,4092,42,5.33%,16.09%,-22.22%,-10.64%,2023,Q4
2028,Total,1750,3265,5506,3771,-,48.41%,55.48%,-55.00%,-14.29%,2023,Q4
2028,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2028,Strata,1626,1905,4420,2894,-,-7.75%,-9.29%,-62.16%,-22.22%,2023,Q4
2029,Total,1158,1483,3300,2142,43,-12.76%,-16.45%,-20.37%,-2.27%,2023,Q4
2029,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2029,Strata,1140,1425,1705,1755,36,8.16%,-13.53%,-14.29%,-5.26%,2023,Q4
2030,Total,2005,4685,9500,6748,46,2.85%,26.20%,-29.23%,-30.30%,2023,Q4
2030,Non Strata,6488,8750,12488,10558,-,1.16%,2.94%,-35.00%,-25.71%,2023,Q4
2030,Strata,1319,1888,2200,1795,-,64.13%,54.71%,-20.00%,-35.48%,2023,Q4
2031,Total,1025,1375,2800,1979,137,3.19%,-21.43%,-24.73%,-12.74%,2023,Q4
2031,Non Strata,3005,3500,4200,3689,33,1.08%,-5.41%,-8.33%,-37.74%,2023,Q4
2031,Strata,950,1203,1569,1436,104,0.84%,4.57%,-28.77%,0.00%,2023,Q4
2032,Total,943,1838,2395,1819,42,77.97%,72.54%,-8.70%,61.54%,2023,Q4
2032,Non Strata,2084,2325,2861,2465,-,-3.65%,2.76%,33.33%,140.00%,2023,Q4
2032,Strata,885,928,969,958,-,11.41%,13.11%,-35.71%,12.50%,2023,Q4
2033,Total,852,1100,3536,2129,39,0.00%,3.09%,5.41%,18.18%,2023,Q4
2033,Non Strata,3968,4840,5301,4622,-,33.52%,11.91%,50.00%,200.00%,2023,Q4
2033,Strata,795,975,1110,1020,-,-0.51%,-2.50%,-6.90%,-6.90%,2023,Q4
2034,Total,1262,1860,2619,2258,76,12.73%,24.00%,-16.48%,7.04%,2023,Q4
2034,Non Strata,3165,3754,4453,4037,-,1.17%,-9.12%,-4.35%,22.22%,2023,Q4
2034,Strata,1058,1400,1898,1534,54,-4.27%,25.00%,-20.59%,1.89%,2023,Q4
2035,Total,975,1400,2480,1921,119,-15.15%,-22.01%,-4.80%,4.39%,2023,Q4
2035,Non Strata,2253,2748,3545,3083,50,-1.88%,4.07%,-18.03%,-18.03%,2023,Q4
2035,Strata,800,1025,1300,1078,69,6.22%,12.02%,7.81%,30.19%,2023,Q4
2036,Total,866,1563,2563,1723,120,35.87%,-10.97%,0.84%,33.33%,2023,Q4
2036,Non Strata,2400,2653,2968,2665,50,2.81%,15.33%,38.89%,11.11%,2023,Q4
2036,Strata,701,895,1212,1050,70,3.47%,2.87%,-15.66%,55.56%,2023,Q4
2037,Total,900,1590,2065,1670,87,14.39%,6.00%,16.00%,58.18%,2023,Q4
2037,Non Strata,1850,2330,3100,2508,33,-10.38%,21.99%,57.14%,22.22%,2023,Q4
2037,Strata,753,1049,1571,1159,54,-7.17%,6.50%,0.00%,92.86%,2023,Q4
2038,Total,1300,1850,2353,1907,39,12.12%,8.35%,2.63%,50.00%,2023,Q4
2038,Non Strata,1958,2353,2629,2461,-,16.20%,36.41%,-9.09%,5.26%,2023,Q4
2038,Strata,1013,1300,1495,1324,-,33.68%,-5.11%,18.75%,171.43%,2023,Q4
2039,Total,1585,1800,2325,1887,37,-13.57%,2.86%,-19.57%,27.59%,2023,Q4
2039,Non Strata,1983,2325,2598,2306,-,2.20%,30.80%,-32.14%,5.56%,2023,Q4
2039,Strata,1094,1593,1738,1445,-,0.13%,-9.00%,0.00%,63.64%,2023,Q4
2040,Total,1209,1593,2050,1581,104,-10.03%,1.11%,-11.11%,0.97%,2023,Q4
2040,Non Strata,1765,1988,2200,2008,56,-5.31%,6.87%,-24.32%,-22.22%,2023,Q4
2040,Strata,740,1145,1330,1084,48,-6.53%,18.04%,11.63%,54.84%,2023,Q4
2041,Total,1773,2265,2840,2486,60,10.89%,2.84%,-21.05%,-7.69%,2023,Q4
2041,Non Strata,2105,2450,3303,2848,43,8.89%,-2.29%,-4.44%,-6.52%,2023,Q4
2041,Strata,1070,1475,1833,1570,-,10.69%,-1.01%,-45.16%,-10.53%,2023,Q4
2042,Total,734,1460,1776,1343,104,-8.46%,12.26%,13.04%,33.33%,2023,Q4
2042,Non Strata,1610,1775,1970,1809,55,-7.26%,6.61%,-1.79%,7.84%,2023,Q4
2042,Strata,625,725,900,819,49,-4.35%,6.62%,36.11%,81.48%,2023,Q4
2043,Total,926,1120,1378,1221,64,-4.07%,-1.54%,10.34%,88.24%,2023,Q4
2043,Non Strata,1393,1570,2206,1778,-,-18.97%,-14.21%,14.29%,33.33%,2023,Q4
2043,Strata,838,1045,1170,1036,48,3.98%,10.76%,9.09%,118.18%,2023,Q4
2044,Total,1058,1425,1600,1344,46,-7.32%,8.78%,-4.17%,6.98%,2023,Q4
2044,Non Strata,1484,1598,1670,1590,-,-3.15%,14.14%,-17.65%,-15.15%,2023,Q4
2044,Strata,771,1016,1078,960,-,9.49%,20.18%,28.57%,80.00%,2023,Q4
2045,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2045,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2046,Total,1200,1615,2989,2174,104,-13.87%,-7.71%,-12.61%,2.97%,2023,Q4
2046,Non Strata,2420,3100,4020,3195,49,-1.59%,16.54%,-9.26%,4.26%,2023,Q4
2046,Strata,1005,1215,1500,1264,55,13.02%,17.39%,-15.38%,1.85%,2023,Q4
2047,Total,1200,1778,2766,2060,76,26.96%,9.65%,33.33%,33.33%,2023,Q4
2047,Non Strata,2300,3150,3600,3124,-,61.54%,3.28%,40.00%,0.00%,2023,Q4
2047,Strata,1132,1250,1916,1654,55,3.31%,14.16%,30.95%,52.78%,2023,Q4
2048,Total,881,2000,2193,1616,31,96.08%,15.27%,-16.22%,19.23%,2023,Q4
2048,Non Strata,2000,2100,2275,2128,-,-3.30%,5.00%,5.56%,11.76%,2023,Q4
2048,Strata,604,740,909,805,-,-1.07%,-13.45%,-36.84%,33.33%,2023,Q4
2049,Total,795,975,1885,1362,61,2.52%,-22.00%,27.08%,56.41%,2023,Q4
2049,Non Strata,1838,1990,2520,2166,-,-11.87%,13.07%,9.09%,26.32%,2023,Q4
2049,Strata,670,830,950,841,37,6.75%,8.14%,42.31%,85.00%,2023,Q4
2050,Total,868,1200,1748,1329,51,8.23%,-1.64%,-8.93%,8.51%,2023,Q4
2050,Non Strata,1748,1875,2286,2081,-,5.28%,9.01%,25.00%,114.29%,2023,Q4
2050,Strata,738,928,1200,1016,36,-9.90%,-13.47%,-18.18%,-10.00%,2023,Q4
2060,Total,875,1270,2050,1870,99,5.61%,-3.61%,5.32%,17.86%,2023,Q4
2060,Non Strata,2653,3650,6113,4889,-,18.71%,31.30%,80.00%,200.00%,2023,Q4
2060,Strata,800,1100,1408,1199,81,-3.08%,-16.03%,-3.57%,3.85%,2023,Q4
2061,Total,955,1615,2300,1891,-,-35.40%,7.67%,-57.14%,-22.22%,2023,Q4
2061,Strata,955,1615,2300,1891,-,-25.92%,7.67%,-53.33%,-19.23%,2023,Q4
2062,Total,960,1400,2247,1714,39,-26.32%,6.42%,5.41%,62.50%,2023,Q4
2062,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2062,Strata,920,1268,1590,1317,-,-15.50%,7.87%,11.11%,66.67%,2023,Q4
2063,Total,3250,4200,4900,4289,-,-8.70%,2.94%,16.67%,-8.70%,2023,Q4
2063,Non Strata,3600,4600,5182,4834,-,0.00%,12.61%,0.00%,-19.05%,2023,Q4
2063,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2064,Total,968,1075,1300,1345,43,-12.24%,24.28%,22.86%,65.38%,2023,Q4
2064,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2064,Strata,955,1045,1146,1129,39,-5.43%,22.94%,39.29%,77.27%,2023,Q4
2065,Total,911,1289,1936,1658,196,-8.58%,-0.37%,-22.53%,8.89%,2023,Q4
2065,Non Strata,2758,3694,4256,3537,36,19.16%,28.26%,-26.53%,24.14%,2023,Q4
2065,Strata,855,1153,1531,1235,160,-5.34%,-0.22%,-21.57%,5.96%,2023,Q4
2066,Total,780,943,1725,1553,215,2.45%,-17.95%,30.30%,34.38%,2023,Q4
2066,Non Strata,2550,3350,4425,3530,53,-8.09%,15.52%,26.19%,0.00%,2023,Q4
2066,Strata,734,835,980,906,162,0.96%,-2.29%,31.71%,51.40%,2023,Q4
2067,Total,1050,1430,2725,1923,97,-20.56%,13.04%,-37.42%,-1.02%,2023,Q4
2067,Non Strata,2476,3000,3531,3113,36,-1.07%,26.11%,0.00%,38.46%,2023,Q4
2067,Strata,900,1135,1350,1220,61,-29.06%,11.23%,-48.74%,-15.28%,2023,Q4
2068,Total,1140,2750,3600,2530,79,-11.29%,-14.06%,-4.82%,43.64%,2023,Q4
2068,Non Strata,3001,3575,4034,3635,39,-10.06%,5.15%,-30.36%,-17.02%,2023,Q4
2068,Strata,895,1140,1641,1454,40,1.79%,-16.33%,48.15%,400.00%,2023,Q4
2069,Total,2200,3343,4092,3176,50,19.38%,22.93%,-20.63%,-26.47%,2023,Q4
2069,Non Strata,3208,3590,4310,3905,36,-4.27%,10.12%,-12.20%,-28.00%,2023,Q4
2069,Strata,921,1075,1340,1299,-,17.10%,0.94%,-36.36%,-22.22%,2023,Q4
2070,Total,1345,2660,3580,2507,51,-9.06%,9.69%,-17.74%,10.87%,2023,Q4
2070,Non Strata,3182,3534,3813,3515,-,-2.99%,-6.53%,-12.50%,16.67%,2023,Q4
2070,Strata,920,1110,1753,1279,-,-23.84%,12.98%,-23.33%,4.55%,2023,Q4
2071,Total,1180,1798,3415,2471,44,-40.07%,-35.04%,-12.00%,0.00%,2023,Q4
2071,Non Strata,3188,3730,4800,3901,-,5.82%,11.18%,-30.00%,-12.50%,2023,Q4
2071,Strata,770,1180,1412,1164,-,12.92%,42.17%,15.00%,15.00%,2023,Q4
2072,Total,912,1125,3455,2024,36,-19.64%,26.05%,-7.69%,50.00%,2023,Q4
2072,Non Strata,3380,3860,4100,3837,-,-9.18%,3.54%,18.18%,225.00%,2023,Q4
2072,Strata,800,930,1055,999,-,-15.65%,6.84%,-17.86%,15.00%,2023,Q4
2073,Total,1220,2624,3406,2492,66,-3.88%,4.63%,-9.59%,-1.49%,2023,Q4
2073,Non Strata,2705,3135,4000,3331,41,-5.00%,6.27%,-12.77%,-16.33%,2023,Q4
2073,Strata,900,1010,1265,1116,-,2.49%,-14.15%,-3.85%,38.89%,2023,Q4
2074,Total,1213,2300,2963,2359,96,-0.86%,-6.43%,-3.03%,11.63%,2023,Q4
2074,Non Strata,2429,2805,3438,3258,54,-15.13%,5.25%,-10.00%,-11.48%,2023,Q4
2074,Strata,859,960,1364,1204,42,-2.54%,-20.00%,7.69%,68.00%,2023,Q4
2075,Total,1040,2600,3260,2403,95,4.31%,3.38%,-8.65%,9.20%,2023,Q4
2075,Non Strata,2625,3010,3550,3140,61,-6.81%,7.38%,15.09%,0.00%,2023,Q4
2075,Strata,839,882,1133,1083,34,-23.30%,-10.00%,-33.33%,30.77%,2023,Q4
2076,Total,1646,2033,2775,2273,94,-7.61%,8.40%,-20.34%,8.05%,2023,Q4
2076,Non Strata,1950,2300,3200,2673,69,-6.50%,15.87%,-20.69%,-1.43%,2023,Q4
2076,Strata,900,995,1462,1168,-,-0.50%,-17.08%,-19.35%,47.06%,2023,Q4
2077,Total,660,743,1246,968,224,-0.27%,0.81%,-9.31%,48.34%,2023,Q4
2077,Non Strata,1555,1700,1838,1741,57,4.62%,15.76%,7.55%,5.56%,2023,Q4
2077,Strata,625,705,767,704,167,-0.35%,6.82%,-13.92%,72.16%,2023,Q4
2079,Total,1055,1644,1793,1483,-,11.99%,6.03%,-35.71%,-21.74%,2023,Q4
2079,Non Strata,1634,1715,1825,1763,-,9.24%,6.36%,-38.10%,-35.00%,2023,Q4
2079,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2080,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2080,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2081,Total,1461,1623,1797,1608,-,9.66%,19.47%,-26.67%,-38.89%,2023,Q4
2081,Non Strata,1461,1623,1797,1608,-,9.66%,19.47%,-26.67%,-38.89%,2023,Q4
2082,Total,1358,1498,1574,1479,-,4.25%,11.50%,23.08%,-11.11%,2023,Q4
2082,Non Strata,1358,1498,1574,1479,-,4.25%,11.50%,23.08%,-11.11%,2023,Q4
2083,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2083,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2084,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2084,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2085,Total,1783,2206,2518,2024,-,-3.67%,13.56%,-48.94%,-25.00%,2023,Q4
2085,Non Strata,2084,2404,2544,2376,-,2.31%,20.97%,-53.85%,-35.71%,2023,Q4
2085,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2086,Total,2010,2200,2465,2218,37,-1.79%,15.79%,-7.50%,15.63%,2023,Q4
2086,Non Strata,2076,2200,2469,2253,34,-2.22%,15.79%,-12.82%,9.68%,2023,Q4
2086,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2087,Total,2100,2325,2700,2382,37,-4.56%,11.78%,-7.50%,-2.63%,2023,Q4
2087,Non Strata,2173,2330,2750,2446,35,-4.35%,10.95%,-12.50%,-2.78%,2023,Q4
2087,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2088,Total,1039,1565,3056,2584,168,-35.73%,-7.94%,1.20%,24.44%,2023,Q4
2088,Non Strata,3775,5488,6970,5903,42,5.55%,10.30%,-30.00%,-22.22%,2023,Q4
2088,Strata,932,1260,1802,1478,126,-6.84%,26.63%,18.87%,55.56%,2023,Q4
2089,Total,941,1300,1852,1645,88,-7.08%,1.96%,4.76%,23.94%,2023,Q4
2089,Non Strata,3295,3725,4033,3701,-,12.28%,65.56%,-14.29%,71.43%,2023,Q4
2089,Strata,847,1228,1435,1321,76,-0.41%,-1.21%,8.57%,18.75%,2023,Q4
2090,Total,1250,1533,2000,2003,72,2.17%,0.16%,-13.25%,-10.00%,2023,Q4
2090,Non Strata,3711,4450,5300,4714,-,34.85%,8.21%,20.00%,50.00%,2023,Q4
2090,Strata,1194,1423,1748,1461,60,1.61%,3.08%,-17.81%,-16.67%,2023,Q4
2092,Total,2750,3200,4385,3713,-,10.92%,-3.03%,-32.00%,-15.00%,2023,Q4
2092,Non Strata,2794,3250,4518,3904,-,-2.27%,-1.52%,-25.00%,-25.00%,2023,Q4
2092,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2093,Total,989,1380,3215,2051,87,-23.33%,-41.77%,-15.53%,-9.37%,2023,Q4
2093,Non Strata,3023,3343,3703,3378,36,0.53%,4.62%,-26.53%,-33.33%,2023,Q4
2093,Strata,888,1050,1275,1115,51,11.41%,-6.67%,-5.56%,21.43%,2023,Q4
2094,Total,1091,1604,2201,1969,-,-30.26%,-24.52%,-3.45%,64.71%,2023,Q4
2094,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2094,Strata,1050,1290,1646,1401,-,-30.66%,-30.27%,22.22%,83.33%,2023,Q4
2095,Total,1250,1910,3313,2329,87,25.25%,-13.18%,2.35%,38.10%,2023,Q4
2095,Non Strata,3234,3845,4415,3802,-,-16.86%,-20.39%,40.00%,55.56%,2023,Q4
2095,Strata,1230,1750,2675,2046,73,22.81%,-11.50%,-2.67%,35.19%,2023,Q4
2096,Total,1122,1700,2900,2316,65,17.24%,-10.05%,-8.45%,3.17%,2023,Q4
2096,Non Strata,3275,3650,5855,4481,-,-11.78%,7.83%,-5.00%,-24.00%,2023,Q4
2096,Strata,1019,1325,1752,1421,46,13.73%,24.06%,-9.80%,21.05%,2023,Q4
2097,Total,1045,2100,2478,1903,55,-11.21%,0.00%,5.77%,17.02%,2023,Q4
2097,Non Strata,2161,2350,2928,2446,31,-20.96%,-8.74%,0.00%,6.90%,2023,Q4
2097,Strata,871,1045,1408,1201,-,8.85%,-4.78%,14.29%,33.33%,2023,Q4
2099,Total,825,1120,1950,1476,175,-1.53%,5.41%,-0.57%,9.38%,2023,Q4
2099,Non Strata,2093,2367,3013,2649,52,1.37%,22.48%,6.12%,4.00%,2023,Q4
2099,Strata,790,895,1178,981,123,-3.24%,-2.19%,-3.15%,11.82%,2023,Q4
2100,Total,1225,2100,2650,2080,61,1.08%,12.39%,-17.57%,1.67%,2023,Q4
2100,Non Strata,2234,2425,3050,2668,39,3.41%,22.91%,-13.33%,-15.22%,2023,Q4
2100,Strata,878,983,1244,1037,-,-6.43%,6.79%,-24.14%,57.14%,2023,Q4
2101,Total,1120,1860,2500,1910,85,12.73%,4.49%,44.07%,0.00%,2023,Q4
2101,Non Strata,2074,2500,2790,2588,43,6.91%,19.62%,79.17%,4.88%,2023,Q4
2101,Strata,931,1110,1494,1215,42,-11.86%,-10.12%,20.00%,-4.55%,2023,Q4
2102,Total,1494,1835,2250,1863,31,6.69%,31.07%,3.33%,10.71%,2023,Q4
2102,Non Strata,2065,2250,2475,2288,-,0.00%,13.35%,6.67%,60.00%,2023,Q4
2102,Strata,1278,1425,1673,1410,-,13.55%,20.00%,0.00%,-16.67%,2023,Q4
2103,Total,1220,2180,2800,2225,41,0.93%,24.22%,-21.15%,0.00%,2023,Q4
2103,Non Strata,2218,2650,2897,2860,-,15.47%,27.71%,-29.63%,46.15%,2023,Q4
2103,Strata,945,1235,2190,1675,-,-35.00%,-6.08%,-12.00%,-21.43%,2023,Q4
2104,Total,2796,3440,4568,4008,-,3.46%,55.83%,37.50%,37.50%,2023,Q4
